v0,0.5,-5.0,1.2,90,0,0
v1,0.38,-5.0,1.2,90,0,0
v2,0.25,-5.0,1.2,90,0,0
v3,0.12,-5.0,1.2,90,0,0
v4,0.0,-5.0,1.2,90,0,0
v5,-0.12,-5.0,1.2,90,0,0
v6,-0.25,-5.0,1.2,90,0,0
v7,-0.38,-5.0,1.2,90,0,0
v8,-0.5,-5.0,1.2,90,0,0
v9,0.5,-5.0,1.4,90,0,0
v10,0.38,-5.0,1.4,90,0,0
v11,0.25,-5.0,1.4,90,0,0
v12,0.12,-5.0,1.4,90,0,0
v13,0.0,-5.0,1.4,90,0,0
v14,-0.12,-5.0,1.4,90,0,0
v15,-0.25,-5.0,1.4,90,0,0
v16,-0.38,-5.0,1.4,90,0,0
v17,-0.5,-5.0,1.4,90,0,0
v18,0.5,-5.0,1.6,90,0,0
v19,0.38,-5.0,1.6,90,0,0
v20,0.25,-5.0,1.6,90,0,0
v21,0.12,-5.0,1.6,90,0,0
v22,0.0,-5.0,1.6,90,0,0
v23,-0.12,-5.0,1.6,90,0,0
v24,-0.25,-5.0,1.6,90,0,0
v25,-0.38,-5.0,1.6,90,0,0
v26,-0.5,-5.0,1.6,90,0,0
v27,0.5,-5.0,1.8,90,0,0
v28,0.38,-5.0,1.8,90,0,0
v29,0.25,-5.0,1.8,90,0,0
v30,0.12,-5.0,1.8,90,0,0
v31,0.0,-5.0,1.8,90,0,0
v32,-0.12,-5.0,1.8,90,0,0
v33,-0.25,-5.0,1.8,90,0,0
v34,-0.38,-5.0,1.8,90,0,0
v35,-0.5,-5.0,1.8,90,0,0
